unique_id,doctor_id,specialty,medication,nb_beneficiaries,spending
FT952000,1821034307,FAMILY PRACTICE,INSULIN ASPART,14,6006.05
JB142920,1437226594,NURSE PRACTITIONER,AMLODIPINE BESYLATE,52,342.64
OD431606,1629069968,CARDIOLOGY,GABAPENTIN,15,331.92
OJ856432,1982683116,INTERNAL MEDICINE,DONEPEZIL HCL,12,88.62
EV437836,1356434724,PULMONARY DISEASE,OMEPRAZOLE,107,1290.0
ME951761,1346247657,PULMONARY DISEASE,THEOPHYLLINE ANHYDROUS,59,2481.12
XN945271,1003903444,NEPHROLOGY,NIFEDIPINE,16,477.4
SD262774,1386853539,EMERGENCY MEDICINE,PREDNISONE,36,111.39
OJ445118,1144225939,HEMATOLOGY/ONCOLOGY,FLUCONAZOLE,11,259.78
KW956433,1245200732,FAMILY PRACTICE,CLONIDINE,11,1069.49
XN407674,1114991585,INTERNAL MEDICINE,"INSULIN GLARGINE,HUM.REC.ANLOG",19,12018.05
MU707030,1568457349,PHYSICIAN ASSISTANT,AMLODIPINE BESYLATE,48,199.0
VT340742,1871582379,FAMILY PRACTICE,TERAZOSIN HCL,45,320.74
SS652885,1821072604,INFECTIOUS DISEASE,ESOMEPRAZOLE MAGNESIUM,13,4172.26
IP663487,1962458976,FAMILY PRACTICE,NAPROXEN,11,135.9
OQ268918,1932304300,FAMILY PRACTICE,FLUOXETINE HCL,21,97.13
SW829625,1144256298,FAMILY PRACTICE,NAPROXEN,15,70.5
DP820870,1871530949,INTERNAL MEDICINE,LOSARTAN/HYDROCHLOROTHIAZIDE,12,49.25
KQ532044,1255384319,PEDIATRIC MEDICINE,MONTELUKAST SODIUM,74,701.43
DU534361,1104860352,OBSTETRICS/GYNECOLOGY,LEVOTHYROXINE SODIUM,13,190.65
JU250409,1023064094,FAMILY PRACTICE,LISINOPRIL/HYDROCHLOROTHIAZIDE,50,435.92
RB128981,1063792828,PODIATRY,METHYLPREDNISOLONE,11,223.8
SH936177,1508806456,CARDIOLOGY,DIGOXIN,15,773.95
DA429739,1275644098,INTERNAL MEDICINE,"INSULIN GLARGINE,HUM.REC.ANLOG",34,9585.09
RN364333,1043278617,OBSTETRICS/GYNECOLOGY,LORAZEPAM,21,99.36
RF322047,1235116633,INTERNAL MEDICINE,ALBUTEROL SULFATE,58,3405.46
KG533735,1194758300,INTERNAL MEDICINE,WARFARIN SODIUM,117,942.2
PY782012,1992748594,DERMATOLOGY,MOMETASONE FUROATE,24,949.4
PT426246,1780877944,INTERNAL MEDICINE,"SYRINGE AND NEEDLE,INSULIN,1ML",12,119.32
UU251487,1265552970,PHYSICAL MEDICINE AND REHABILITATION,PREGABALIN,23,7081.1
HT141627,1073548541,INTERNAL MEDICINE,KETOCONAZOLE,17,717.24
UX783744,1891847117,FAMILY PRACTICE,ALPRAZOLAM,17,70.09
KJ826542,1861725186,PHYSICIAN ASSISTANT,SERTRALINE HCL,20,340.91
TP691165,1871644666,CARDIOLOGY,CLOPIDOGREL BISULFATE,45,594.25
IU967560,1275753519,FAMILY PRACTICE,LOSARTAN POTASSIUM,55,426.23
RH575699,1912963984,NURSE PRACTITIONER,BENAZEPRIL HCL,38,387.63
OP594010,1285628446,ENDOCRINOLOGY,ALENDRONATE SODIUM,78,832.83
PV672553,1003901422,PSYCHIATRY,SERTRALINE HCL,64,553.53
OG540798,1124060132,PODIATRY,CICLOPIROX,47,1486.66
FU295981,1528061744,UROLOGY,TAMSULOSIN HCL,11,4771.19
KL479084,1225085392,HEMATOLOGY/ONCOLOGY,DAPSONE,12,360.0
MF325750,1801800263,GASTROENTEROLOGY,SODIUM CHLORIDE/NAHCO3/KCL/PEG,23,416.03
BW464158,1245514512,PHYSICIAN ASSISTANT,CIPROFLOXACIN HCL,16,66.55
IG355111,1306952098,FAMILY PRACTICE,IBANDRONATE SODIUM,12,456.13
HS812576,1710931704,FAMILY PRACTICE,TIOTROPIUM BROMIDE,24,10645.39
KL964594,1619264207,ALLERGY/IMMUNOLOGY,MOMETASONE/FORMOTEROL,12,4854.44
QO262841,1487710091,INTERNAL MEDICINE,BUPROPION HCL,39,1852.57
CD141260,1306883152,PSYCHIATRY,HYDROXYZINE PAMOATE,16,152.34
SD271099,1447319413,OPHTHALMOLOGY,LATANOPROST,798,13197.89
VD480212,1578594586,ANESTHESIOLOGY,ZOLPIDEM TARTRATE,55,380.78
EU271560,1225165269,CARDIOLOGY,ATORVASTATIN CALCIUM,34,1119.33
UY325084,1730216185,CARDIOLOGY,LOSARTAN POTASSIUM,33,313.72
CH338347,1306834072,CARDIOLOGY,RAMIPRIL,117,3743.15
YZ304982,1902913429,OPHTHALMOLOGY,PREDNISOLONE ACETATE,12,1440.69
ME504757,1831163971,INTERNAL MEDICINE,CARVEDILOL,18,288.69
JX107175,1922080795,FAMILY PRACTICE,BISOPROLOL FUMARATE,31,465.03
OD235842,1295073344,NURSE PRACTITIONER,LISINOPRIL,13,43.8
DP743281,1417906744,INTERNAL MEDICINE,SIMVASTATIN,308,2555.65
YL945483,1639506348,PHYSICIAN ASSISTANT,TRIAMCINOLONE ACETONIDE,95,1063.97
OH798437,1902861743,FAMILY PRACTICE,OXYCODONE HCL,40,1389.55
VB751565,1639133358,CARDIOLOGY,ISOSORBIDE DINITRATE,14,989.12
YX426307,1881651172,INTERNAL MEDICINE,TERAZOSIN HCL,31,303.37
GB823686,1629027198,FAMILY PRACTICE,"INSULIN GLARGINE,HUM.REC.ANLOG",13,6846.74
UM573021,1871563411,INTERNAL MEDICINE,POTASSIUM CHLORIDE,120,4308.99
GS806695,1336431055,EMERGENCY MEDICINE,SIMVASTATIN,92,610.55
OJ294079,1104913508,FAMILY PRACTICE,INDAPAMIDE,43,992.8
HM542947,1821036922,INTERNAL MEDICINE,AMOXICILLIN/POTASSIUM CLAV,11,92.28
KF403076,1033436191,INTERNAL MEDICINE,ACYCLOVIR,22,211.81
KW653898,1790179661,OBSTETRICS/GYNECOLOGY,SOLIFENACIN SUCCINATE,11,2657.94
ZF323326,1477808426,INTERNAL MEDICINE,ATORVASTATIN CALCIUM,49,468.82
RC442071,1396066213,FAMILY PRACTICE,LISINOPRIL,42,276.93
FZ456928,1689733602,NEPHROLOGY,GABAPENTIN,18,185.76
DZ348604,1912079500,FAMILY PRACTICE,ATORVASTATIN CALCIUM,176,3810.97
YE484096,1659555894,PAIN MANAGEMENT,DULOXETINE HCL,24,2768.66
HQ529020,1801975420,PHYSICIAN ASSISTANT,METFORMIN HCL,18,47.26
YU663531,1831464072,PSYCHIATRY,MIRTAZAPINE,14,190.18
ZD858412,1598789711,NEPHROLOGY,CLONIDINE HCL,100,791.39
VM947682,1730182619,CARDIOLOGY,BENAZEPRIL/HYDROCHLOROTHIAZIDE,12,1210.4
VR268192,1508829250,INTERNAL MEDICINE,CLONAZEPAM,19,137.41
QR984701,1427032705,PSYCHIATRY,LISINOPRIL,18,50.13
WB489831,1487683231,CARDIOLOGY,AMIODARONE HCL,83,2472.5
VE166408,1831247865,FAMILY PRACTICE,ACETAMINOPHEN WITH CODEINE,27,814.48
YT215362,1821199316,FAMILY PRACTICE,LISINOPRIL,22,86.74
RL333965,1568674513,PHYSICIAN ASSISTANT,MELOXICAM,34,141.07
EX352190,1437117579,CARDIOLOGY,RANITIDINE HCL,284,2311.87
GK755216,1427168574,ANESTHESIOLOGY,LEVOTHYROXINE SODIUM,12,179.88
TP283191,1881859825,FAMILY PRACTICE,ONDANSETRON HCL,11,72.26
NE180620,1659358588,FAMILY PRACTICE,FENOFIBRATE,52,2571.7
NT674270,1568784601,NURSE PRACTITIONER,VENLAFAXINE HCL,11,123.02
EM212139,1841246485,DERMATOLOGY,METHOTREXATE SODIUM,11,238.39
YT983094,1548291271,NURSE PRACTITIONER,HYDRALAZINE HCL,13,161.78
GR650119,1366403479,FAMILY PRACTICE,PILOCARPINE HCL,12,955.67
LO138722,1972544013,FAMILY PRACTICE,PIOGLITAZONE HCL,35,978.88
KG820690,1972669349,PHYSICAL MEDICINE AND REHABILITATION,FUROSEMIDE,24,142.89
QW720201,1902883218,OTOLARYNGOLOGY,FLUTICASONE PROPIONATE,41,353.6
JE556328,1801862511,INTERNAL MEDICINE,MELOXICAM,23,215.44
PY971760,1679524789,GENERAL PRACTICE,OXYCODONE HCL/ACETAMINOPHEN,216,14776.32
SJ633803,1235130709,FAMILY PRACTICE,OXYCODONE HCL,83,18642.76
EJ155814,1568453298,HEMATOLOGY/ONCOLOGY,ANASTROZOLE,178,2665.28
KD236722,1639287089,INTERNAL MEDICINE,QUETIAPINE FUMARATE,14,608.79
JM685312,1679767693,FAMILY PRACTICE,SERTRALINE HCL,79,574.11
SP973443,1811979073,FAMILY PRACTICE,LEVOTHYROXINE SODIUM,285,4094.05
MG133211,1578614202,GENERAL PRACTICE,"SYRINGE AND NEEDLE,INSULIN,1ML",20,234.33
JD219105,1952338998,NEPHROLOGY,METOLAZONE,19,1094.03
VP714459,1942625462,PHYSICIAN ASSISTANT,MELOXICAM,18,117.42
QW513612,1407811797,FAMILY PRACTICE,LISINOPRIL,182,1354.79
JP191436,1154611796,INTERNAL MEDICINE,HYDROXYCHLOROQUINE SULFATE,37,9253.1
KT276013,1174743223,PULMONARY DISEASE,FLUTICASONE/SALMETEROL,260,98809.29
YC187807,1982646675,FAMILY PRACTICE,GLIMEPIRIDE,23,240.79
JB610796,1164433868,CARDIOLOGY,ROSUVASTATIN CALCIUM,442,107540.09
FB155145,1396748315,GASTROENTEROLOGY,AMITRIPTYLINE HCL,15,98.96
ZJ682460,1811054489,FAMILY PRACTICE,ESOMEPRAZOLE MAGNESIUM,15,4094.28
NO701515,1649259227,UNKNOWN PHYSICIAN SPECIALTY CODE,CEPHALEXIN,135,746.08
WM366063,1346567468,OSTEOPATHIC MANIPULATIVE MEDICINE,DIVALPROEX SODIUM,12,281.64
HQ366273,1194772640,GENERAL PRACTICE,CLONIDINE HCL,111,1018.23
KC299350,1407897622,CARDIOLOGY,OLMESARTAN MEDOXOMIL,40,18094.33
DA550259,1083603401,CARDIOLOGY,LISINOPRIL,496,2452.04
GN376486,1194916197,INTERNAL MEDICINE,DILTIAZEM HCL,11,371.82
GZ619302,1962609412,FAMILY PRACTICE,ESCITALOPRAM OXALATE,12,167.0
BP562851,1447578331,FAMILY PRACTICE,CARVEDILOL,27,185.12
LI649170,1669455978,FAMILY PRACTICE,DIGOXIN,25,1503.57
BF446946,1518909613,FAMILY PRACTICE,PANTOPRAZOLE SODIUM,36,475.48
ZZ769373,1245660554,NURSE PRACTITIONER,LISINOPRIL,18,118.82
TR637278,1063446631,CARDIOLOGY,VALSARTAN,31,1526.24
ZQ969178,1518938950,FAMILY PRACTICE,ATENOLOL,54,497.23
KS435639,1205896883,FAMILY PRACTICE,TERAZOSIN HCL,27,280.12
FS546158,1891722112,DERMATOLOGY,DESONIDE,22,2493.89
RY741718,1851429682,INTERNAL MEDICINE,ALLOPURINOL,27,717.24
FG707042,1578631982,FAMILY PRACTICE,DEXTROMETHORPHAN HBR/QUINIDINE,21,3596.51
VT651090,1417910555,INTERNAL MEDICINE,ALBUTEROL SULFATE,93,5091.53
UX835639,1932169935,FAMILY PRACTICE,ROSUVASTATIN CALCIUM,11,6386.43
ZE998177,1245214162,FAMILY PRACTICE,AMITRIPTYLINE HCL,15,625.22
LH359496,1861468209,INTERNAL MEDICINE,HYDROCODONE/ACETAMINOPHEN,15,218.83
BU641596,1164497749,FAMILY PRACTICE,METFORMIN HCL,20,244.82
NC971436,1033101217,GENERAL PRACTICE,CLORAZEPATE DIPOTASSIUM,35,431.75
AN644501,1447434832,DENTIST,CHLORHEXIDINE GLUCONATE,16,86.91
CR720349,1285862011,FAMILY PRACTICE,MONTELUKAST SODIUM,59,1233.68
ZD718304,1326120635,INTERNAL MEDICINE,SERTRALINE HCL,94,972.49
JK601141,1205064581,FAMILY PRACTICE,QUETIAPINE FUMARATE,24,436.49
LD513384,1013019454,INTERNAL MEDICINE,DRONEDARONE HCL,16,18758.56
TM271341,1548482771,FAMILY PRACTICE,"INSULIN GLARGINE,HUM.REC.ANLOG",27,11629.74
QR837483,1710941836,INTERNAL MEDICINE,WARFARIN SODIUM,195,1617.89
UC861273,1033164801,INTERNAL MEDICINE,POTASSIUM CHLORIDE,115,3547.46
QR249261,1346239613,INTERNAL MEDICINE,IBUPROFEN,121,914.98
GS939917,1326217985,PSYCHIATRY,ALPRAZOLAM,37,136.29
UJ141033,1083979603,DENTIST,IBUPROFEN,64,275.9
ON497480,1871819664,NURSE PRACTITIONER,HYDROCHLOROTHIAZIDE,48,261.26
FY556968,1497888069,PHYSICIAN ASSISTANT,LOSARTAN/HYDROCHLOROTHIAZIDE,12,236.92
ST924342,1528051539,INTERNAL MEDICINE,RAMIPRIL,19,803.73
IW805901,1649340712,PSYCHIATRY,DIVALPROEX SODIUM,23,661.63
DS779327,1861412587,FAMILY PRACTICE,ATORVASTATIN CALCIUM,140,2537.17
YW616046,1962479527,CARDIAC ELECTROPHYSIOLOGY,DIGOXIN,50,2704.55
OJ621394,1154307197,FAMILY PRACTICE,LAMOTRIGINE,24,167.19
DV257120,1245226380,FAMILY PRACTICE,ROSUVASTATIN CALCIUM,74,27833.87
DO864712,1477554699,NEPHROLOGY,LEVOTHYROXINE SODIUM,22,506.84
TR185456,1013911635,NURSE PRACTITIONER,AMOXICILLIN/POTASSIUM CLAV,33,486.14
LH832804,1396175758,PHYSICIAN ASSISTANT,SITAGLIPTIN PHOSPHATE,17,8904.39
TS967925,1821077165,OPHTHALMOLOGY,OFLOXACIN,207,3501.21
XN990567,1629074489,FAMILY PRACTICE,BENAZEPRIL HCL,12,89.97
TQ279590,1487692570,CARDIOLOGY,ATENOLOL,132,1138.55
UO520559,1104811306,CARDIOLOGY,ALPRAZOLAM,290,1602.49
GZ126953,1275532129,CARDIOLOGY,SITAGLIPTIN PHOS/METFORMIN HCL,24,8189.65
GD139479,1043475684,INTERNAL MEDICINE,PREGABALIN,36,9256.8
WC100223,1457350522,INTERNAL MEDICINE,ONDANSETRON HCL,18,930.25
UP932293,1033119862,OBSTETRICS/GYNECOLOGY,PROPRANOLOL HCL,12,103.65
JT936797,1285679027,GENERAL PRACTICE,MORPHINE SULFATE,13,290.44
EP390577,1215283304,NURSE PRACTITIONER,POTASSIUM CHLORIDE,17,320.98
JV982027,1396937751,NURSE PRACTITIONER,ZIPRASIDONE HCL,19,1447.95
NN686124,1952543084,PLASTIC AND RECONSTRUCTIVE SURGERY,CYCLOBENZAPRINE HCL,13,89.63
YS953688,1316947484,INTERNAL MEDICINE,CARISOPRODOL,16,663.66
NB228634,1700881554,INTERNAL MEDICINE,VENLAFAXINE HCL,12,151.72
LG600222,1114355567,PHYSICIAN ASSISTANT,OXYBUTYNIN CHLORIDE,18,625.95
AA893221,1982866158,NEUROLOGY,PROPRANOLOL HCL,26,346.93
XI169106,1629185251,FAMILY PRACTICE,DIGOXIN,17,344.39
DE904396,1841518768,FAMILY PRACTICE,CLOPIDOGREL BISULFATE,90,1028.29
FP617904,1770919060,PHYSICIAN ASSISTANT,QUETIAPINE FUMARATE,26,654.12
XN466759,1972577740,INTERNAL MEDICINE,IPRATROPIUM BROMIDE,30,877.37
AL765082,1902997539,PULMONARY DISEASE,AMOXICILLIN/POTASSIUM CLAV,19,223.03
GY618087,1356742894,NURSE PRACTITIONER,HYDRALAZINE HCL,13,167.1
UA557938,1295770337,FAMILY PRACTICE,CYCLOSPORINE,12,2448.76
KZ349773,1396933768,NEUROLOGY,CARBAMAZEPINE,13,1564.83
OC662970,1093828501,FAMILY PRACTICE,LISINOPRIL,77,317.57
ZY946320,1437263571,INTERNAL MEDICINE,SPIRONOLACTONE,23,115.66
VE991090,1396938825,PHYSICIAN ASSISTANT,AMLODIPINE BESYLATE,25,268.03
NT947639,1396781530,FAMILY PRACTICE,LOSARTAN/HYDROCHLOROTHIAZIDE,15,221.92
PM795668,1356308316,ORTHOPEDIC SURGERY,OXYCODONE HCL/ACETAMINOPHEN,58,3089.37
IN904728,1962630475,NURSE PRACTITIONER,PROMETHAZINE HCL,36,194.01
JM492682,1629082870,OBSTETRICS/GYNECOLOGY,DESOGESTREL-ETHINYL ESTRADIOL,12,279.78
VD208865,1801819487,ENDOCRINOLOGY,"SYRINGE AND NEEDLE,INSULIN,1ML",90,2946.79
EB596789,1114134327,PULMONARY DISEASE,FLUTICASONE PROPIONATE,41,584.63
LJ814302,1770564833,FAMILY PRACTICE,ALLOPURINOL,90,970.38
CL358394,1720069479,FAMILY PRACTICE,ALCOHOL ANTISEPTIC PADS,11,105.64
IS925171,1245232842,ANESTHESIOLOGY,DIAZEPAM,12,35.33
OH870021,1942363726,INTERNAL MEDICINE,GLIPIZIDE,46,2062.79
MI289754,1912961707,INTERNAL MEDICINE,RIVAROXABAN,57,27009.29
UZ850295,1982660916,FAMILY PRACTICE,BACLOFEN,41,1665.94
KL214454,1992773105,NURSE PRACTITIONER,FENTANYL,13,2054.4
PY187361,1659429595,NURSE PRACTITIONER,HYDROCHLOROTHIAZIDE,24,280.1
XP711279,1881610152,FAMILY PRACTICE,ESTRADIOL,11,125.97
QK880601,1306867833,INTERNAL MEDICINE,AMITRIPTYLINE HCL,18,411.93
YK760169,1093890287,ENDOCRINOLOGY,GABAPENTIN,71,1000.48
IY158211,1497751580,FAMILY PRACTICE,WARFARIN SODIUM,54,887.69
VM629560,1205811635,FAMILY PRACTICE,TAMSULOSIN HCL,13,407.41
TE581733,1760873319,NURSE PRACTITIONER,AMLODIPINE BESYLATE,17,51.78
UY199607,1174515969,INTERNAL MEDICINE,HYDROCODONE/ACETAMINOPHEN,493,12218.17
FY988298,1104168699,NURSE PRACTITIONER,CLOZAPINE,13,2574.44
RS441302,1558525121,FAMILY PRACTICE,NYSTATIN,16,363.05
ZE602531,1487699856,INTERNAL MEDICINE,VALSARTAN/HYDROCHLOROTHIAZIDE,17,614.79
CS392157,1942253026,FAMILY PRACTICE,AMITRIPTYLINE HCL,26,613.89
GK928301,1912265109,STUDENT IN AN ORGANIZED HEALTH CARE EDUCATION/TRAINING PROGRAM,CARVEDILOL,20,85.05
YG395911,1326072448,INTERNAL MEDICINE,MELOXICAM,234,902.88
GH830047,1639153513,INTERNAL MEDICINE,CITALOPRAM HYDROBROMIDE,57,363.13
NA399349,1922046838,FAMILY PRACTICE,SULFAMETHOXAZOLE/TRIMETHOPRIM,29,113.67
NZ578908,1912044215,FAMILY PRACTICE,IPRATROPIUM/ALBUTEROL SULFATE,16,12669.79
LU675560,1447395454,NEUROLOGY,TOPIRAMATE,14,154.64
PZ721031,1578511135,INTERNAL MEDICINE,ENOXAPARIN SODIUM,25,3757.13
AS984114,1851351571,INTERNAL MEDICINE,NYSTATIN,16,464.57
NW812864,1184680332,INTERNAL MEDICINE,DOXEPIN HCL,11,654.72
FE130965,1659394427,CARDIOLOGY,FLUOXETINE HCL,36,162.74
MY327409,1790853083,FAMILY PRACTICE,MORPHINE SULFATE,131,21865.94
GP145807,1124085410,GASTROENTEROLOGY,METOCLOPRAMIDE HCL,20,146.69
FG627084,1417155409,ORAL SURGERY (DENTISTS ONLY),CHLORHEXIDINE GLUCONATE,13,67.17
WP792151,1437341187,INTERNAL MEDICINE,NADOLOL,12,1795.58
PU677663,1699873554,FAMILY PRACTICE,GLIMEPIRIDE,55,1169.9
KM949924,1851592802,INTERNAL MEDICINE,DIGOXIN,16,1349.52
LN838235,1366494668,NEUROLOGY,DIVALPROEX SODIUM,45,8856.36
HY613776,1023077872,INTERNAL MEDICINE,HYDROCHLOROTHIAZIDE,114,700.53
OF388427,1225073547,PULMONARY DISEASE,FLUTICASONE/SALMETEROL,141,87405.6
GA406665,1285963421,FAMILY PRACTICE,LEVOFLOXACIN,42,347.07
VB679372,1669475448,FAMILY PRACTICE,SPIRONOLACTONE,28,206.61
XL924406,1851363733,INTERNAL MEDICINE,LOSARTAN/HYDROCHLOROTHIAZIDE,22,375.96
EK523691,1326308057,FAMILY PRACTICE,LEVETIRACETAM,14,337.28
SG448787,1558363358,ALLERGY/IMMUNOLOGY,TRIAMCINOLONE ACETONIDE,14,378.88
BB240045,1033135736,FAMILY PRACTICE,CILOSTAZOL,11,155.7
GN214450,1013985043,CARDIOLOGY,MELOXICAM,16,115.91
EF805183,1386629335,NEUROLOGY,CARBIDOPA/LEVODOPA,13,9353.89
FU383893,1104871581,INFECTIOUS DISEASE,CEFUROXIME AXETIL,16,1871.82
LM152370,1154382299,INTERNAL MEDICINE,SULFAMETHOXAZOLE/TRIMETHOPRIM,16,88.66
CR655970,1952366056,INTERNAL MEDICINE,SAXAGLIPTIN HCL,11,9390.45
DM252914,1225114440,INTERNAL MEDICINE,TRIAMTERENE/HYDROCHLOROTHIAZID,34,487.38
ME710232,1104832963,NURSE PRACTITIONER,METFORMIN HCL,52,298.44
ES993113,1598722340,FAMILY PRACTICE,BUDESONIDE/FORMOTEROL FUMARATE,19,5145.68
YH258499,1679515415,CARDIOLOGY,CILOSTAZOL,16,349.65
YU838012,1487673711,FAMILY PRACTICE,FLUVASTATIN SODIUM,11,6705.35
YT118426,1265404867,PHYSICIAN ASSISTANT,ENALAPRIL MALEATE,19,605.71
ZC294234,1982671913,FAMILY PRACTICE,MECLIZINE HCL,19,271.66
CH550480,1962660068,PSYCHIATRY,DEXTROMETHORPHAN HBR/QUINIDINE,52,20589.42
KA350264,1487664074,PSYCHIATRY,MIRTAZAPINE,18,239.7
GN278978,1962490052,INTERNAL MEDICINE,LEVOTHYROXINE SODIUM,269,5501.81
MJ681349,1578631982,FAMILY PRACTICE,OXCARBAZEPINE,12,551.88
TD879101,1861590580,PHYSICIAN ASSISTANT,ALLOPURINOL,54,556.34
LQ928215,1538391552,INTERNAL MEDICINE,OXYCODONE HCL/ACETAMINOPHEN,18,125.02
IO401195,1841292372,INTERNAL MEDICINE,IBUPROFEN,15,109.93
TA353994,1760635825,PHYSICIAN ASSISTANT,AMOXICILLIN/POTASSIUM CLAV,55,838.53
AB313589,1043521529,EMERGENCY MEDICINE,METOPROLOL SUCCINATE,37,841.94
JT509075,1942203625,FAMILY PRACTICE,FAMOTIDINE,34,200.6
OS218430,1275753519,FAMILY PRACTICE,TRAMADOL HCL,34,305.18
XJ740784,1356431381,RHEUMATOLOGY,NIFEDIPINE,13,236.4
RC937909,1215171335,FAMILY PRACTICE,EXENATIDE,12,5996.52
BJ702790,1518189448,FAMILY PRACTICE,CLOTRIMAZOLE/BETAMETHASONE DIP,27,1256.45
RC382277,1780780718,INTERNAL MEDICINE,ALENDRONATE SODIUM,29,396.49
RB266325,1811091325,PSYCHIATRY & NEUROLOGY,BUPROPION HCL,16,705.41
GC362090,1841371093,PULMONARY DISEASE,CLOPIDOGREL BISULFATE,23,204.43
HM352832,1205860970,FAMILY PRACTICE,METOCLOPRAMIDE HCL,11,55.08
JI660642,1831247865,FAMILY PRACTICE,MOMETASONE/FORMOTEROL,18,6926.82
BO204097,1144273392,FAMILY PRACTICE,ROSUVASTATIN CALCIUM,18,5093.43
DO688702,1780773275,OTOLARYNGOLOGY,CLINDAMYCIN HCL,28,286.98
PB507236,1679550552,NURSE PRACTITIONER,GLIPIZIDE,23,182.79
MK816207,1568801470,FAMILY PRACTICE,LEVOTHYROXINE SODIUM,11,347.08
VY436798,1811007412,RHEUMATOLOGY,MYCOPHENOLATE MOFETIL,28,1432.99
OQ632520,1558305185,ANESTHESIOLOGY,DULOXETINE HCL,59,6072.36
FE880563,1841238342,INTERNAL MEDICINE,METHADONE HCL,11,89.18
IT251028,1699751347,GASTROENTEROLOGY,PREDNISONE,17,122.52
UJ102824,1629087184,NURSE PRACTITIONER,POTASSIUM CHLORIDE,30,370.94
KZ204120,1265446405,INTERNAL MEDICINE,ESOMEPRAZOLE MAGNESIUM,36,13236.43
UP506531,1841482270,MEDICAL ONCOLOGY,TAMOXIFEN CITRATE,61,2331.63
FD815770,1811298003,NURSE PRACTITIONER,MORPHINE SULFATE,11,452.37
YM466343,1164454849,INTERNAL MEDICINE,GLIPIZIDE,11,430.44
OO239873,1659307163,OBSTETRICS/GYNECOLOGY,VENLAFAXINE HCL,17,268.13
SA135393,1962514471,INTERNAL MEDICINE,PROPRANOLOL HCL,14,417.93
KD879880,1639319791,PHYSICIAN ASSISTANT,ROSUVASTATIN CALCIUM,11,2806.21
YZ330516,1508818311,GENERAL PRACTICE,INSULIN DETEMIR,36,12632.12
MZ502362,1629345848,PHYSICIAN ASSISTANT,FUROSEMIDE,15,67.28
KU641464,1992899132,FAMILY PRACTICE,ALPRAZOLAM,17,61.07
XW203854,1700839073,FAMILY PRACTICE,PREGABALIN,22,6809.47
CT443335,1568496685,INTERNAL MEDICINE,CLOPIDOGREL BISULFATE,287,3295.37
RY832328,1851458418,NEPHROLOGY,CALCITRIOL,11,271.79
PK941093,1215283304,NURSE PRACTITIONER,ATORVASTATIN CALCIUM,33,582.52
RQ539017,1598845398,NEPHROLOGY,HYDRALAZINE HCL,25,460.46
SI511881,1649205808,FAMILY PRACTICE,SITAGLIPTIN PHOSPHATE,54,26245.86
IH977674,1346355278,FAMILY PRACTICE,"INSULIN GLARGINE,HUM.REC.ANLOG",19,5673.14
PU807657,1184627358,INTERNAL MEDICINE,PRAVASTATIN SODIUM,57,1528.74
VB993889,1427230614,FAMILY PRACTICE,VALSARTAN,19,4513.52
RR876933,1275737389,GASTROENTEROLOGY,CLARITHROMYCIN,64,2784.15
GB221745,1841267846,CARDIOLOGY,ISOSORBIDE MONONITRATE,78,1072.94
RS928815,1972578060,PSYCHIATRY & NEUROLOGY,DULOXETINE HCL,352,12252.06
QN674385,1013052513,PSYCHIATRY,QUETIAPINE FUMARATE,23,364.05
EU728097,1699714733,INTERNAL MEDICINE,CINACALCET HCL,15,4212.3
XQ793476,1538146022,CARDIOLOGY,APIXABAN,54,26713.6
OH377659,1467463299,FAMILY PRACTICE,SPIRONOLACTONE,50,382.55
MY451610,1841305323,CARDIOLOGY,SPIRONOLACTONE,29,189.24
TZ100927,1093080590,FAMILY PRACTICE,HYDROCHLOROTHIAZIDE,14,51.28
KY261218,1528173994,PSYCHIATRY & NEUROLOGY,QUETIAPINE FUMARATE,24,201.42
OL893827,1598974123,NEUROLOGY,DULOXETINE HCL,79,7764.36
VK629916,1174592455,INTERNAL MEDICINE,OXYCODONE HCL/ACETAMINOPHEN,93,10976.0
PR105009,1891765079,PHYSICAL MEDICINE AND REHABILITATION,GABAPENTIN,101,2071.38
YE230950,1801983515,NEUROLOGY,LEVETIRACETAM,119,2387.04
VF717787,1689743890,FAMILY PRACTICE,CARVEDILOL,67,780.18
GV355135,1619961620,NURSE PRACTITIONER,LOSARTAN POTASSIUM,159,786.75
VE364291,1467530428,INTERNAL MEDICINE,BECLOMETHASONE DIPROPIONATE,19,2862.78
PV456308,1023178019,PSYCHIATRY & NEUROLOGY,DIVALPROEX SODIUM,12,117.6
QC901259,1285753145,DENTIST,CHLORHEXIDINE GLUCONATE,16,104.63
DU460319,1881898120,FAMILY PRACTICE,LEVOTHYROXINE SODIUM,17,378.04
JZ987467,1588633143,PSYCHIATRY,TRAZODONE HCL,287,1685.18
WJ332684,1760643803,PULMONARY DISEASE,ALBUTEROL SULFATE,12,612.02
RF984614,1497919443,NEUROLOGY,DONEPEZIL HCL,82,8556.28
RP305911,1558333468,FAMILY PRACTICE,ZOSTER VACCINE LIVE/PF,19,4077.69
JE734583,1144285073,INTERNAL MEDICINE,POTASSIUM CHLORIDE,52,1187.13
YJ180157,1689751828,FAMILY PRACTICE,SITAGLIPTIN PHOSPHATE,53,21674.45
HR634497,1922070317,FAMILY PRACTICE,DIGOXIN,14,657.29
AE685754,1720070436,INTERNAL MEDICINE,OXYBUTYNIN CHLORIDE,17,768.31
